"AACT1" "AACT2" "CMK" "DPPS1" "DPPS2" "DPPS3" "DXPS1" "DXPS2(cla1)" "DXPS3" "DXR" "FPPS1" "FPPS2" "GGPPS1mt" "GGPPS2" "GGPPS3" "GGPPS4" "GGPPS5" "GGPPS6" "GGPPS8" "GGPPS9" "GGPPS10" "GGPPS11" "GGPPS12" "GPPS" "HDR" "HDS" "HMGR1" "HMGR2" "HMGS" "IPPI1" "IPPI2" "MCT" "MECPS" "MK" "MPDC1" "MPDC2" "PPDS1" "PPDS2mt" "UPPS1"
"c21" 6.53349809799817 7.71400790564735 7.1258460866597 5.51664936086502 6.07166108910226 1.96009478404727 2.52572864430826 9.57722402922604 6.5423278579055 8.51258257885855 6.86672492942415 8.07573814557492 5.11679548992465 2.47653840011748 3.55534806148941 2.35137525716348 1.38629436111989 4.18965474202643 3.13113691056019 0.53062825106217 4.16511363311031 7.68211371496691 7.36997872090891 6.94572521023377 9.17572822305849 8.73069036567864 9.33095495058399 6.43342229157517 7.7892475053136 8.22472635689228 7.05349929303484 7.44757643958938 8.08048506356814 7.24072137627406 7.2411513605146 6.30973644351377 6.92303790251329 6.09807428216624 6.18620862390049
"c22" 6.51308173195217 7.78063734043927 7.07191286514842 5.60947179518496 5.86078622346587 3.67630067190708 2.68784749378469 9.50631794145207 6.60353723789026 8.34264930993809 6.68198327631424 7.87515728867983 4.36054760299676 2.10413415427021 0.587786664902119 2.4932054526027 3.93573953204546 4.27249074760558 3.05400118167797 1.97408102602201 3.08190996979504 7.66991533082904 7.35237699562482 7.04097412276836 8.95854011141217 8.55383365551123 9.30811115836724 6.24261229483179 7.69005737085298 8.1259563793187 6.91968384984741 7.25693218274351 8.03889929265273 6.93498126523573 7.1353688249678 6.129921290255 6.69319974485446 6.07004464723084 6.4414248951027
"c23" 6.8001700683022 6.8581447784288 7.49753994654693 3.71357206670431 7.00560767914964 4.15575319035074 3.45315712059287 10.1650630444659 6.81968880011369 9.00746502583446 6.19501744865719 7.57008236220219 4.90007610352919 2.67414864942653 3.56671182013973 3.26193531432865 2.2082744135228 2.39789527279837 2.60268968544438 1.48160454092422 1.94591014905531 7.34433138211535 7.87978341554079 6.6965402985332 9.8496278097407 9.54209435225442 9.41923082881228 5.81233788121055 7.27378631784489 8.04907578213862 6.07787157484872 7.77456160575738 8.66155324192307 5.79484120560317 6.9071550989101 5.0536947835567 7.644488630205 7.40658928989575 6.14697144970638
"c24" 6.78377809916243 7.15773548424991 6.94302589306406 4.01457959375324 5.77361943424498 2.02814824729229 2.18605127673809 9.72434892484466 6.40918755261165 8.28276116433217 6.30499709814987 7.29675219438299 5.1602040644184 2.50143595173921 0.832909122935104 4.45550941143368 3.15273602236366 3.81990771652034 1.58923520511658 2.83907846350861 3.8877303128591 7.23576322290548 7.7735103241484 6.50264010963826 8.95620912303548 8.94794910714418 9.89014392094451 5.90672331865289 7.04141166379481 7.84050973688696 5.94672865326659 7.30081036701362 8.04590874227078 5.92585879000999 7.187883895779 5.31566600488265 5.87605369559665 6.32507555144816 6.21140296747324
"c25" 6.14761322959791 6.96847401401684 7.11550088811625 4.15575319035074 7.45205436280567 3.57515068878559 3.04927304048202 9.34242071233339 6.31427242153514 8.09541575781577 6.10702288774225 7.11028787639222 5.2559316500516 4.46475803227135 0.8754687373539 4.65014355163082 2.40694510831829 3.82209829790016 1.43508452528932 3.54961738678043 4.16355963124357 7.07267632109592 7.38752357828279 7.05124937862087 8.77446760144659 9.16381464203925 9.56774205177843 6.1012154110671 6.81080375290569 7.68114514721829 5.27299955856375 7.02713703600222 7.9845990091771 5.94777385848325 6.65890923031555 4.24276456734037 6.13556489108174 6.42697377656452 5.96409335031185
"c26" 6.29304952472875 7.04167409654792 7.04795190947542 3.11794990627824 6.01932287523638 2.484906649788 4.30406509320417 9.55187122078826 6.22317132908268 8.32934438749637 5.65634140005607 7.11077775230012 4.77912349311153 3.35689712276558 1.7227665977411 3.72086249996699 1.94591014905531 2.3887627892351 1.66770682055808 2.01490302054226 2.12823170584927 6.88979495360514 7.60589000105312 6.70036203775916 9.05581295452555 9.26983494376182 9.73406840057758 6.01469267322719 6.96564675739791 7.56511982940231 5.79301360838414 6.93876933251131 8.26026015111261 5.85335124497835 6.96290612344699 4.17130560335823 6.51545315740025 6.56540580518805 6.11102378216562
"c27" 6.32238569059562 7.05652005224725 6.88243747099785 4.30541553230204 6.08927160711089 3.51749783735832 8.11246780964307 8.78024952404161 6.45990445437753 7.7320622922401 5.83451829664526 7.37073429329091 4.57574137529728 3.32862668882732 2.9338568698359 3.80888224650863 3.68135118769314 2.54160199346455 2.484906649788 1.84054963339749 4.17130560335823 7.51866150415817 8.58069367397814 7.54771263102796 8.38242675071944 9.4439648064451 9.38218220781475 6.21780298931871 7.2279529431106 8.22349304663889 6.56596894753716 6.19379295870827 8.20289332106016 5.88665943274186 6.62340099662303 5.00125813228366 6.25171118637369 6.58920154286327 6.27117744991009
"c28" 6.22098770538623 7.40883355129325 6.97793411360338 4.88582764350291 5.6436785505865 2.62466859216316 7.19353554414432 8.58856456535559 5.78228553614414 7.75598127994216 6.55093746769549 7.49409645522427 2.54160199346455 4.24849524204936 1.22377543162212 4.32413265625498 4.32015123095579 1.82454929205105 2.77258872223978 2.54160199346455 3.07731226054641 6.91740853601028 8.3654629133852 7.75709391271699 8.35028818654922 8.99732040383282 8.9951897915909 5.92023703781961 7.24286945099378 8.50542420781624 6.9897038616293 6.35350009728881 8.3501463794539 6.43631061194 7.26115486478695 5.43328522695852 6.26206403957849 6.44190302085888 6.10099137163522
"c29" 5.60359374740077 7.17134955590483 7.13703993505311 4.51633897228148 6.42259740196472 2.66025953726586 5.83364046191442 8.34162478071491 6.34843944605571 7.76080797705171 6.86984570590892 7.53401451400045 4.95441761409803 2.32238772029023 2.21920348405499 3.68887945411394 4.3554259528767 4.29456060889261 1.19392246847243 0.53062825106217 3.17387845893747 7.62344642397698 6.75262078203215 7.58278940411516 7.70814121021168 9.00558914021604 8.44290058683438 5.71042701737487 7.40043729851184 7.84862154342233 6.05818817915089 7.02170876905798 8.20890016506033 6.56230284078014 7.1313787151332 5.71307252156329 6.60245219777295 6.41754894241888 6.19154415882364
"c30" 5.8206762261277 7.19937957066654 7.13505020141882 4.30406509320417 7.07284589884773 3.3603753871419 6.59194804280451 8.62016485604012 6.25036126812801 7.7491069241918 6.59810022571995 7.49114339554934 3.83945231259331 1.93152141160321 2.96010509591084 2.79728133483015 4.25134831103177 1.90210752639692 2.30258509299405 1.94591014905531 2.24070968927596 7.1573460003112 7.0462990884302 7.71060851963014 8.15064105680667 9.08435755985183 8.81907398326783 5.82776845443719 7.20489251020467 8.11345658858174 6.46676661480493 7.25099031055417 8.35507418193979 6.42032060800672 7.05738145293795 5.67572587687368 6.63922202536912 6.31986860907968 5.92905708697937
"c31" 7.92952251978664 8.11680517304836 6.47558678803942 4.64535197562092 2.45100509811232 2.70136121295141 4.72384171570559 8.8561053062552 6.10702288774225 7.50301395872296 6.42275983191716 8.51348632948491 5.39180770963538 5.00729639283074 2.76631910922619 2.96010509591084 2.02814824729229 5.01727983681492 4.20319896713418 3.80888224650863 2.88480071284671 6.86223476368033 7.09961454025658 6.51293333097245 8.52842982334223 7.84514191915103 9.93031447123981 6.76676758568116 7.80730668685199 8.41898481589702 6.16898292039592 6.51129946503156 6.89972310728487 7.44190672805162 7.57548208219517 6.22098770538623 5.66157062584689 5.50248195126444 6.59126212467624
"c32" 6.61459154296112 7.67364163818239 7.37825878326952 3.75185425327532 6.01175725037574 2.33214389523559 4.97397130972466 9.45932319528869 6.64665022138081 8.61426545420372 6.84673057714436 8.02610483333328 4.99111262760739 4.02713581252865 4.40915530206213 1.79175946922805 4.42484663185681 4.65491227788291 2.69462718077007 3.26575941076705 5.02453819926525 7.70418080899558 7.40822749066864 7.26654797889187 8.91508301268667 9.31522277335559 8.51348632948491 6.29618808541461 7.44792608994259 8.51861218416965 6.89375776933828 7.57630234267385 8.71558492838769 7.22293091574284 7.44219976834676 5.96048974280855 7.06021882210861 6.82372128337213 5.88915492828341
"c33" 7.88547971704038 8.04112319894052 6.36268321648755 4.6615505194242 1.22377543162212 4.7122292582815 4.50092016461429 9.04697402469783 6.18990548578182 7.42069865871913 6.44062751048187 8.33629462169577 5.20839265902005 4.57057874121847 3.03495298670727 4.49758497530815 3.10906095886099 4.38327585407431 2.35137525716348 4.05871738457895 3.57794789340665 7.01714765575333 7.09630738552673 6.68311060154166 8.7245000009041 7.93494317097188 9.81587417619943 6.7448833460095 7.60817594350858 8.44270668608941 6.13013894179574 6.40291172689369 7.04114916215267 7.35653527177625 7.77950879008856 5.87380650363975 5.861925175753 5.72717342744678 6.54879200452539
"c34" 7.89718494221303 8.02368344541548 6.62843812286198 5.64403247025043 3.84801767545223 3.10009228887823 4.32413265625498 9.14155819257781 6.16247234400166 7.61908612997571 6.48081113919685 8.33926198292358 5.11978860799278 2.96010509591084 3.50855589998265 4.86445278391817 3.86911550441687 3.4626060097908 3.85227300102237 0.955511445027436 2.73436750941958 7.10553999582946 7.07884735382454 6.49511448712488 8.8042500684741 7.83260924151678 9.75171653905564 6.67771298597677 7.76679818125417 8.55194238374306 6.09919724691086 6.09987042095177 7.09829299054743 7.42231392633724 7.64233226930522 6.05842201523286 5.86391522616101 5.3949902538083 6.4681644561446
"c35" 6.78479637158169 7.56449777764828 7.55433482372575 5.17614973257383 5.94515879423147 2.17475172148416 2.82731362192903 9.48950124188428 6.58202513889283 8.62371303479391 6.43100896886901 8.12435798920809 5.22789490225149 2.11625551480255 4.21656219494635 4.53152364581979 1.70474809223843 4.75359019110636 3.06339092202781 3.97029191355212 2.28238238567653 7.33869318306333 7.36334299649351 7.11793516390449 8.9254012009951 9.21670010592876 8.66086054122865 6.23303723389056 7.5012478563819 8.52708411456421 6.26947499986303 7.86037794010368 8.67927802670875 7.19601218618476 7.28844943809838 5.75193751654325 6.9473605335745 6.71744187225863 5.9633222411617
"c36" 7.66082094975333 7.85029838200036 6.88540741531823 4.89858579028763 3.11351530921037 1.94591014905531 5.39362754635236 9.14882660498731 6.23185845182872 7.45801313199184 6.49405636594687 8.29009181824768 5.45574837449687 4.96074452448279 3.87535902105655 2.37954613413017 1.52605630349505 2.00148000021012 3.23080439573347 2.07944154167984 3.63230910262554 6.9383814725239 6.94495471997124 6.32740092589731 8.79488553223865 7.83510463821303 9.43592893181948 6.967532483018 7.17648386351683 8.65836283816268 6.61606518513282 6.3265071909196 7.29451315962461 7.28262371311283 7.50878717063428 6.15782608432321 5.92050545816749 5.55334710672457 6.35158355344927
"c37" 7.78042844570057 8.09988826850386 6.59427665148635 5.58612443118797 4.24132675257075 2.11625551480255 4.5152454784601 9.14610047291327 6.45802475457596 7.59930117817511 6.51263646292812 8.32700074024171 3.32503602069659 4.8613615913485 3.62700405039585 2.484906649788 2.76000994003292 2.61006979274201 3.21486780347066 3.13549421592915 5.2235938203521 6.89598629538214 6.89507522582476 6.32579162738281 8.57585824747835 7.83379830229897 9.89959498632077 6.93147180559945 7.81931483648039 8.46554193823224 6.19277140381302 5.68051384771685 6.81223507712472 7.41770051532082 7.64554116116046 5.87099039364011 5.427150238391 5.53733426701854 6.29655668106936
"c38" 6.55179436577706 7.75473880425695 7.60489448081162 4.89783979995091 6.33523154074593 4.02535169073515 3.03495298670727 9.4673054717659 6.52898078612702 8.62459362502594 6.65247585763786 8.13645971952726 4.58394654953646 2.57261223020711 0.587786664902119 2.02814824729229 2.3887627892351 4.59005654817804 2.3887627892351 0.741937344729377 4.33073334028633 7.8324505932001 7.39123026072533 7.19233253648044 8.65950839318781 9.22210094454081 8.63893283381512 6.58686107232424 7.55155463991174 8.52158353971753 6.86348986268412 7.57368541324853 8.56092295427756 7.28988352172586 7.31275361150086 6.04855351409211 6.90264222959531 6.03548143252476 5.65389170504274
"c39" 7.34381425217494 7.90126627764981 6.47435355218095 4.10923317471585 7.48941208350872 1.93152141160321 3.27714473299218 9.44389355458955 6.45157565632947 7.5090612558765 6.03977840738653 8.36502055397261 4.89485026110255 4.39937527300849 3.97781074596615 1.7404661748405 3.44041809481544 4.51852237926242 3.17387845893747 4.26969744969996 4.43081679884331 7.40555645162537 7.11906913454277 7.37819631255265 8.73932823435679 8.08800899668748 9.7020810308647 6.79927880264605 7.35288971754851 8.3626657739656 5.69977445325866 5.88443597434946 7.29505641646263 7.13281698945225 7.5744558095271 5.32641879665891 7.85755815338874 7.38193766504929 6.34546090684095
"c40" 7.92015587083118 8.13762972083073 6.46302945692067 5.88387933642804 1.66770682055808 3.70868208141012 3.52636052461616 8.28634503571648 6.22890540312302 7.29566722784271 6.56526497003536 8.38870051170136 5.15329159449778 4.45898767581001 4.35156742718917 2.01490302054226 3.07731226054641 4.98154971320116 4.91044656684082 3.16968558067743 4.70592008908823 6.61967312650902 6.7096701270087 6.70832825428524 8.46991288683494 7.5821782505438 9.79191891743166 6.87202446902634 8.00879794522196 8.51089338926771 6.42713549727321 5.75447558897172 7.19885649947957 7.59049852582669 7.82532519235467 6.12861438525522 6.09334401092915 5.01529110563245 6.64950255055436
"c41" 6.7208231096305 7.56755247986053 7.7323253809025 5.10957524195116 5.81859814908478 4.70592008908823 3.00568260440716 9.12782795040172 6.46831965130282 8.53113554353894 6.69059379934547 8.15141983934939 4.71849887129509 4.65965837127216 5.16991565174351 2.32238772029023 4.17899203628239 5.29581423632992 1.7227665977411 4.10429489307527 4.97742315989014 7.61070426451434 7.37148929521428 7.10406192034275 8.15616593273864 9.1394027535513 8.32878917390592 6.42243494562451 7.42880842290356 8.31671581060094 6.52312168045391 7.75927279551352 8.44108938275134 7.4713630881871 7.08556668029821 5.69305851129323 6.71732090207763 6.43374362833886 6.00782990119425
"c42" 7.41697962138115 7.48008983932533 7.04403289727469 5.11619578975675 6.55549912920512 2.47653840011748 4.17130560335823 9.43034299573783 6.30955457573114 8.18918899948585 5.93964479837819 8.04324579573668 3.54095932403731 2.7408400239252 2.05412373369555 4.66814498514948 3.02042488614436 5.30727710791951 3.25424296870549 2.80336038090653 4.85592890433527 7.46422326062683 7.37086016653672 7.4275604655287 8.61461024111975 8.46859100957702 9.33640898721934 6.45472675394236 7.09589322109753 8.28951437130027 5.81532384938911 6.65092567001312 7.68964566937647 7.08949333223768 7.47340993902681 5.51262196919504 7.1066061377273 6.95033572651726 6.33363480484383
